from,to,tempo_min,transferencia,escada,calcada_ruim,risco_alag,modo
4217901993,1964865137,0.6400000000000001,0,0,0,0,pe
25872075,7279961744,0.6400000000000001,0,0,0,0,pe
7279961744,25872077,0.6400000000000001,0,0,0,0,pe
25872077,8121268336,0.6400000000000001,0,0,0,0,pe
8121268336,151241976,0.6400000000000001,0,0,0,0,pe
151241976,151241978,0.6400000000000001,0,0,0,0,pe
151241978,151241979,0.6400000000000001,0,0,0,0,pe
151241979,1420146737,0.6400000000000001,0,0,0,0,pe
1420146737,6786219387,0.6400000000000001,0,0,0,0,pe
6786219387,2368645831,0.6400000000000001,0,0,0,0,pe
2368645831,9508090909,0.6400000000000001,0,0,0,0,pe
9508090909,151241983,0.6400000000000001,0,0,0,0,pe
151241983,151241984,0.6400000000000001,0,0,0,0,pe
151241984,2396502010,0.6400000000000001,0,0,0,0,pe
2396502010,6786219392,0.6400000000000001,0,0,0,0,pe
6786219392,279225578,0.6400000000000001,0,0,0,0,pe
175993584,4239879700,1.2000000000000002,0,0,0,0,pe
4239879700,12518269135,1.2000000000000002,0,0,0,0,pe
12518269135,12518269134,1.2000000000000002,0,0,0,0,pe
12518269134,4509525771,1.2000000000000002,0,0,0,0,pe
4509525771,8669305571,1.2000000000000002,0,0,0,0,pe
8669305571,25872264,1.2000000000000002,0,0,0,0,pe
2389060601,8656745625,0.96,0,0,0,0,pe
8656745625,4509525770,0.96,0,0,0,0,pe
4509525770,25872264,0.96,0,0,0,0,pe
25872264,12518269133,0.96,0,0,0,0,pe
12518269133,4509525767,0.96,0,0,0,0,pe
4509525767,25872266,0.96,0,0,0,0,pe
25872266,1420146734,0.96,0,0,0,0,pe
2367537609,2368800294,0.96,0,0,0,0,pe
60634887,6499857815,0.6400000000000001,0,0,0,0,pe
6499857815,2826764632,0.6400000000000001,0,0,0,0,pe
25872766,8623872377,0.6400000000000001,0,0,0,0,pe
8623872377,1955027484,0.6400000000000001,0,0,0,0,pe
1955027484,1955027468,0.6400000000000001,0,0,0,0,pe
1955027468,5503499863,0.6400000000000001,0,0,0,0,pe
5503499863,60734270,0.6400000000000001,0,0,0,0,pe
60734270,7987691545,0.6400000000000001,0,0,0,0,pe
7987691545,1955027425,0.6400000000000001,0,0,0,0,pe
1955027425,461875242,0.6400000000000001,0,0,0,0,pe
10507829900,3414841932,0.6400000000000001,0,0,0,0,pe
2389060470,12518269174,0.96,0,0,0,0,pe
12518269174,1420146734,0.96,0,0,0,0,pe
60641488,60641485,0.8,0,0,0,0,pe
60641485,617798751,0.8,0,0,0,0,pe
2635266857,12106413859,1.2000000000000002,0,0,0,0,pe
6886541218,6873202795,0.8,0,0,0,0,pe
6873202795,60685821,0.8,0,0,0,0,pe
4685687578,10699582125,0.96,0,0,0,0,pe
10699582125,2453466173,0.96,0,0,0,0,pe
2453466173,60641488,0.96,0,0,0,0,pe
7935675054,8006677247,0.8,0,0,0,0,pe
8006677247,7935675053,0.8,0,0,0,0,pe
7935675053,8006677248,0.8,0,0,0,0,pe
8006677248,8006677241,0.8,0,0,0,0,pe
8006677241,2388985916,0.8,0,0,0,0,pe
2388985916,8006677249,0.8,0,0,0,0,pe
8006677249,4917025425,0.8,0,0,0,0,pe
4917025425,7935675051,0.8,0,0,0,0,pe
12112936146,12112936145,2.0,0,0,0,0,pe
60685465,3511781368,0.8,0,0,0,0,pe
3511781368,60685397,0.8,0,0,0,0,pe
60685397,2578181686,0.8,0,0,0,0,pe
60685402,4251881391,1.5,0,0,0,0,pe
4251881391,4511007497,1.5,0,0,0,0,pe
4511007497,1659499493,1.5,0,0,0,0,pe
1659499493,60685467,1.5,0,0,0,0,pe
60685467,4251881401,1.5,0,0,0,0,pe
4251881401,60685404,1.5,0,0,0,0,pe
60685472,4511006084,1.2000000000000002,0,0,0,0,pe
4511006084,60685471,1.2000000000000002,0,0,0,0,pe
60685471,4511006050,1.2000000000000002,0,0,0,0,pe
4511006050,60685470,1.2000000000000002,0,0,0,0,pe
60685470,4511006078,1.2000000000000002,0,0,0,0,pe
4511006078,4511006079,1.2000000000000002,0,0,0,0,pe
4511006079,4511006077,1.2000000000000002,0,0,0,0,pe
4511006077,4251881419,1.2000000000000002,0,0,0,0,pe
60685608,6202562251,1.2000000000000002,0,0,0,0,pe
6202562251,11509018743,1.2000000000000002,0,0,0,0,pe
11509018743,60685763,1.2000000000000002,0,0,0,0,pe
60641571,2453466160,0.96,0,0,0,0,pe
2453466160,60685613,0.96,0,0,0,0,pe
60685613,12106413833,0.96,0,0,0,0,pe
12106413833,60641614,0.96,0,0,0,0,pe
60641614,2453466163,0.96,0,0,0,0,pe
2396360210,2396360209,0.8,0,0,0,0,pe
2396360209,2396360224,0.8,0,0,0,0,pe
2396360224,2396360214,0.8,0,0,0,0,pe
2396360214,60685622,0.8,0,0,0,0,pe
60685633,8677661903,1.2000000000000002,0,0,0,0,pe
8677661903,2457482621,1.2000000000000002,0,0,0,0,pe
2457482621,8080323906,1.2000000000000002,0,0,0,0,pe
8080323906,4509564418,1.2000000000000002,0,0,0,0,pe
4509564418,12112762293,1.2000000000000002,0,0,0,0,pe
12112762293,10572763495,1.2000000000000002,0,0,0,0,pe
1477495376,12817372188,0.8,0,0,0,0,pe
12817372188,5222153400,0.8,0,0,0,0,pe
5222153400,5222153399,0.8,0,0,0,0,pe
5222153399,627981911,0.8,0,0,0,0,pe
2457482489,2457482485,1.2000000000000002,0,0,0,0,pe
2457482485,9216304095,1.2000000000000002,0,0,0,0,pe
9216304095,4213905591,1.2000000000000002,0,0,0,0,pe
4213905591,457026966,1.2000000000000002,0,0,0,0,pe
457026966,4213905592,1.2000000000000002,0,0,0,0,pe
4213905592,9216304099,1.2000000000000002,0,0,0,0,pe
9216304099,457026962,1.2000000000000002,0,0,0,0,pe
457026962,4213905594,1.2000000000000002,0,0,0,0,pe
4213905594,9216304066,1.2000000000000002,0,0,0,0,pe
9216304066,457026959,1.2000000000000002,0,0,0,0,pe
457026959,4213905598,1.2000000000000002,0,0,0,0,pe
4213905598,9216304318,1.2000000000000002,0,0,0,0,pe
9216304318,457026846,1.2000000000000002,0,0,0,0,pe
457026846,4213905601,1.2000000000000002,0,0,0,0,pe
4213905601,4210740433,1.2000000000000002,0,0,0,0,pe
4210740433,60685649,1.2000000000000002,0,0,0,0,pe
60685636,2390933495,1.2000000000000002,0,0,0,0,pe
2390933488,9831157169,0.8,0,0,0,0,pe
9831157169,2390933503,0.8,0,0,0,0,pe
2390933503,8630649459,0.8,0,0,0,0,pe
8630649459,8674016104,0.8,0,0,0,0,pe
8674016104,60685635,0.8,0,0,0,0,pe
4511317149,8077891578,0.6400000000000001,0,0,0,0,pe
8077891578,1938712278,0.6400000000000001,0,0,0,0,pe
1938712278,60685657,0.6400000000000001,0,0,0,0,pe
60685657,2578181618,0.6400000000000001,0,0,0,0,pe
2578181618,627949655,0.6400000000000001,0,0,0,0,pe
60685686,627949657,0.6400000000000001,0,0,0,0,pe
627949657,2578181619,0.6400000000000001,0,0,0,0,pe
2578181619,60685651,0.6400000000000001,0,0,0,0,pe
60685733,60685734,1.2000000000000002,0,0,0,0,pe
6202562249,6199283550,0.8,0,0,0,0,pe
6199283550,4209647264,0.8,0,0,0,0,pe
4209647264,4511369377,0.8,0,0,0,0,pe
4511369377,2578181668,0.8,0,0,0,0,pe
2578181668,1477493415,0.8,0,0,0,0,pe
4511317156,6677590984,0.8,0,0,0,0,pe
6677590984,4511317155,0.8,0,0,0,0,pe
4511317155,12573924679,0.8,0,0,0,0,pe
12573924679,4011418244,0.8,0,0,0,0,pe
1849075712,60685802,0.96,0,0,0,0,pe
60685802,4697432187,0.96,0,0,0,0,pe
4697432187,4697432188,0.96,0,0,0,0,pe
4697432188,2578181676,0.96,0,0,0,0,pe
2578181676,60685803,0.96,0,0,0,0,pe
60685803,12106554832,0.96,0,0,0,0,pe
12106554832,2578181673,0.96,0,0,0,0,pe
2578181673,2457251665,0.96,0,0,0,0,pe
2457251665,60685804,0.96,0,0,0,0,pe
2390822373,12106972705,1.2000000000000002,0,0,0,0,pe
12106972705,12106972701,1.2000000000000002,0,0,0,0,pe
12106972701,60685815,1.2000000000000002,0,0,0,0,pe
60685814,12099833336,1.2000000000000002,0,0,0,0,pe
12099833336,60685771,1.2000000000000002,0,0,0,0,pe
60685818,4511317157,1.2000000000000002,0,0,0,0,pe
4511317157,12106989178,1.2000000000000002,0,0,0,0,pe
12106989178,12106989172,1.2000000000000002,0,0,0,0,pe
12106989172,60685819,1.2000000000000002,0,0,0,0,pe
7868883964,3732572778,1.6,0,0,0,0,bike
3732572778,4503375522,1.6,0,0,0,0,bike
4503375522,4503375518,1.6,0,0,0,0,bike
4503375518,4503375524,1.6,0,0,0,0,bike
4503375524,4503375519,1.6,0,0,0,0,bike
4503375519,4503375523,1.6,0,0,0,0,bike
4503375523,10699619270,1.6,0,0,0,0,bike
10699619270,60685823,1.6,0,0,0,0,bike
60685821,10699552399,1.2000000000000002,0,0,0,0,pe
10699552399,4503375516,1.2000000000000002,0,0,0,0,pe
4503375516,4503375517,1.2000000000000002,0,0,0,0,pe
4503375517,60685823,1.2000000000000002,0,0,0,0,pe
4511364179,4511364180,0.8,0,0,0,0,pe
4511364180,11509018763,0.8,0,0,0,0,pe
11509018763,4511364181,0.8,0,0,0,0,pe
4511364181,4503381770,0.8,0,0,0,0,pe
4503381770,9094924270,0.8,0,0,0,0,pe
9094924270,1477495376,0.8,0,0,0,0,pe
60685827,5220249161,0.96,0,0,0,0,pe
4163450840,5562485138,0.96,0,0,0,0,pe
5562485138,5218620759,0.96,0,0,0,0,pe
5218620759,5218620760,0.96,0,0,0,0,pe
4163450840,9831108814,1.2000000000000002,0,0,0,0,pe
9831108814,5562485140,1.2000000000000002,0,0,0,0,pe
5562485140,12817372195,1.2000000000000002,0,0,0,0,pe
12817372195,60685635,1.2000000000000002,0,0,0,0,pe
60685862,9775063542,1.2000000000000002,0,0,0,0,pe
9775063542,60685886,1.2000000000000002,0,0,0,0,pe
60685886,7309048241,1.2000000000000002,0,0,0,0,pe
7309048241,60685885,1.2000000000000002,0,0,0,0,pe
60685885,4503211021,1.2000000000000002,0,0,0,0,pe
4503211021,2390923117,1.2000000000000002,0,0,0,0,pe
2390923117,60685883,1.2000000000000002,0,0,0,0,pe
60685894,4239780965,0.6400000000000001,0,0,0,0,pe
4239780965,60685893,0.6400000000000001,0,0,0,0,pe
60685893,4239780963,0.6400000000000001,0,0,0,0,pe
4239780963,4239780961,0.6400000000000001,0,0,0,0,pe
4239780961,4239780960,0.6400000000000001,0,0,0,0,pe
4239780960,60685892,0.6400000000000001,0,0,0,0,pe
60685892,4239780958,0.6400000000000001,0,0,0,0,pe
4239780958,627949670,0.6400000000000001,0,0,0,0,pe
627949670,4239780957,0.6400000000000001,0,0,0,0,pe
4239780957,60685891,0.6400000000000001,0,0,0,0,pe
60685891,4239780959,0.6400000000000001,0,0,0,0,pe
4239780959,627949672,0.6400000000000001,0,0,0,0,pe
627949672,4239780962,0.6400000000000001,0,0,0,0,pe
4239780962,60685890,0.6400000000000001,0,0,0,0,pe
60685890,4239780964,0.6400000000000001,0,0,0,0,pe
4239780964,60685889,0.6400000000000001,0,0,0,0,pe
25928755,2390923079,0.6400000000000001,0,0,0,0,pe
2390923079,2390923081,0.6400000000000001,0,0,0,0,pe
2390923081,4510974832,0.6400000000000001,0,0,0,0,pe
4510974832,2390923085,0.6400000000000001,0,0,0,0,pe
2390923085,60685895,0.6400000000000001,0,0,0,0,pe
60685895,5136473139,0.6400000000000001,0,0,0,0,pe
5136473139,60685894,0.6400000000000001,0,0,0,0,pe
25928755,4239878376,1.2000000000000002,0,0,0,0,pe
4239878376,5090752603,1.2000000000000002,0,0,0,0,pe
627949673,60685862,0.6400000000000001,0,0,0,0,pe
627981911,4210863500,0.8,0,0,0,0,pe
4210863500,12112768103,0.8,0,0,0,0,pe
12112768103,627981915,0.8,0,0,0,0,pe
627981915,60685954,0.8,0,0,0,0,pe
60685954,4510930544,0.8,0,0,0,0,pe
4510930544,2390933505,0.8,0,0,0,0,pe
2390933505,60685916,0.8,0,0,0,0,pe
4802624937,12518280310,1.2000000000000002,0,0,0,0,pe
12518280310,4239881368,1.2000000000000002,0,0,0,0,pe
4239881368,12518280312,1.2000000000000002,0,0,0,0,pe
12518280312,248110355,1.2000000000000002,0,0,0,0,pe
2140888847,4803680667,4.0,0,0,0,0,pe
4803680667,4249855599,4.0,0,0,0,0,pe
60685982,8747316253,1.2000000000000002,0,0,0,0,pe
8747316253,4803680676,1.2000000000000002,0,0,0,0,pe
4803680676,60685986,1.2000000000000002,0,0,0,0,pe
60685986,4803680677,1.2000000000000002,0,0,0,0,pe
4803680677,2389060622,1.2000000000000002,0,0,0,0,pe
2389060622,13125308304,1.2000000000000002,0,0,0,0,pe
13125308304,4803680668,1.2000000000000002,0,0,0,0,pe
1477492972,7357211234,0.96,0,0,0,0,pe
7357211234,7482806198,0.96,0,0,0,0,pe
7482806198,1464773798,0.96,0,0,0,0,pe
1464773798,4511174421,0.96,0,0,0,0,pe
4511174421,1477490859,0.96,0,0,0,0,pe
1477490859,4511174419,0.96,0,0,0,0,pe
4511174419,4511174420,0.96,0,0,0,0,pe
4511174420,60686001,0.96,0,0,0,0,pe
60686001,7357211235,0.96,0,0,0,0,pe
7357211235,60685788,0.96,0,0,0,0,pe
457559088,5604504674,1.2000000000000002,0,0,0,0,pe
5604504674,4511286904,1.2000000000000002,0,0,0,0,pe
4511286904,5604504711,1.2000000000000002,0,0,0,0,pe
5604504711,60686009,1.2000000000000002,0,0,0,0,pe
4661149031,8441480539,2.0,0,0,0,0,pe
8441480539,7838554285,2.0,0,0,0,0,pe
7838554285,2140878093,2.0,0,0,0,0,pe
2140878093,4511301910,2.0,0,0,0,0,pe
4511301910,8676485073,2.0,0,0,0,0,pe
8676485073,599014763,2.0,0,0,0,0,pe
599014763,4511301909,2.0,0,0,0,0,pe
4511301909,10691957414,2.0,0,0,0,0,pe
10691957414,60685757,2.0,0,0,0,0,pe
60685758,7289052106,0.8,0,0,0,0,pe
60686002,4511171012,0.96,0,0,0,0,pe
4511171012,11727915985,0.96,0,0,0,0,pe
11727915985,1477493804,0.96,0,0,0,0,pe
4181676063,3932235019,0.8,0,0,0,0,pe
4179322684,9216984316,0.8,0,0,0,0,pe
9216984316,7999808334,0.8,0,0,0,0,pe
7999808334,7999808330,0.8,0,0,0,0,pe
7999808330,7999808332,0.8,0,0,0,0,pe
7999808332,7999808336,0.8,0,0,0,0,pe
7999808336,891306284,0.8,0,0,0,0,pe
60734215,9169818559,0.8,0,0,0,0,pe
9169818559,9169818570,0.8,0,0,0,0,pe
9169818570,9169818555,0.8,0,0,0,0,pe
9169818555,9169818572,0.8,0,0,0,0,pe
9169818572,9169818557,0.8,0,0,0,0,pe
9169818557,4487836079,0.8,0,0,0,0,pe
4487836079,2391261451,0.8,0,0,0,0,pe
2391261451,9169818561,0.8,0,0,0,0,pe
9169818561,3577725548,0.8,0,0,0,0,pe
3577725548,60734220,0.8,0,0,0,0,pe
2397340507,1067511971,0.8,0,0,0,0,pe
1067511971,60734225,0.8,0,0,0,0,pe
60734225,2391261423,0.8,0,0,0,0,pe
7285457560,3414841936,0.6400000000000001,0,0,0,0,pe
25872763,2449978299,0.6400000000000001,0,0,0,0,pe
60685760,4511317154,1.2000000000000002,0,0,0,0,pe
4511317154,12106989174,1.2000000000000002,0,0,0,0,pe
12106989174,6677692987,1.2000000000000002,0,0,0,0,pe
6677692987,2390933501,1.2000000000000002,0,0,0,0,pe
2390933501,60685818,1.2000000000000002,0,0,0,0,pe
60685818,4511317158,1.2000000000000002,0,0,0,0,pe
4511317158,12106966098,1.2000000000000002,0,0,0,0,pe
12106966098,60685820,1.2000000000000002,0,0,0,0,pe
4255600231,5383268854,0.6400000000000001,0,0,0,0,pe
5383268854,9337305799,0.6400000000000001,0,0,0,0,pe
9337305799,3409326642,0.6400000000000001,0,0,0,0,pe
3409326642,9974970276,0.6400000000000001,0,0,0,0,pe
9974970276,4213964423,0.6400000000000001,0,0,0,0,pe
7999556067,1964865451,0.6400000000000001,0,0,0,0,pe
1964865451,64075387,0.6400000000000001,0,0,0,0,pe
64075387,7992126158,0.6400000000000001,0,0,0,0,pe
7992126158,7992126159,0.6400000000000001,0,0,0,0,pe
7992126159,64075389,0.6400000000000001,0,0,0,0,pe
64075389,64075391,0.6400000000000001,0,0,0,0,pe
64075391,7992126160,0.6400000000000001,0,0,0,0,pe
7992126160,64075399,0.6400000000000001,0,0,0,0,pe
64075399,7992126161,0.6400000000000001,0,0,0,0,pe
7992126161,7992126162,0.6400000000000001,0,0,0,0,pe
7992126162,1964865435,0.6400000000000001,0,0,0,0,pe
1964865435,7992126163,0.6400000000000001,0,0,0,0,pe
7992126163,64075401,0.6400000000000001,0,0,0,0,pe
5503919386,64075414,0.6400000000000001,0,0,0,0,pe
64075414,10131297014,0.6400000000000001,0,0,0,0,pe
10131297014,5503818116,0.6400000000000001,0,0,0,0,pe
5503818116,5503818115,0.6400000000000001,0,0,0,0,pe
5503818115,64075418,0.6400000000000001,0,0,0,0,pe
8746571059,434003356,0.6400000000000001,0,0,0,0,pe
434003356,5639817289,0.6400000000000001,0,0,0,0,pe
5639817289,5639817292,0.6400000000000001,0,0,0,0,pe
132347464,2826904096,0.6400000000000001,0,0,0,0,pe
2826904096,445062324,0.6400000000000001,0,0,0,0,pe
1418201614,8061575164,0.6400000000000001,0,0,0,0,pe
8061575164,8061575165,0.6400000000000001,0,0,0,0,pe
8061575165,130010384,0.6400000000000001,0,0,0,0,pe
130010384,8061575166,0.6400000000000001,0,0,0,0,pe
8061575166,133470715,0.6400000000000001,0,0,0,0,pe
130010294,8061485312,0.96,0,0,0,0,pe
8061485312,2450377837,0.96,0,0,0,0,pe
2450377837,8061485313,0.96,0,0,0,0,pe
8061485313,2450377839,0.96,0,0,0,0,pe
2450377839,2762614348,0.96,0,0,0,0,pe
2762614348,2450377840,0.96,0,0,0,0,pe
2450377852,9988797162,1.2000000000000002,0,0,0,0,pe
9988797162,2486712505,1.2000000000000002,0,0,0,0,pe
7508959595,7508959593,1.6,0,0,0,0,pe
133481174,9988795328,1.2000000000000002,0,0,0,0,pe
9988795328,8372069882,1.2000000000000002,0,0,0,0,pe
8372069882,5750508940,1.2000000000000002,0,0,0,0,pe
5750508940,133481860,1.2000000000000002,0,0,0,0,pe
133481860,5750508941,1.2000000000000002,0,0,0,0,pe
5750508941,9989436926,1.2000000000000002,0,0,0,0,pe
9989436926,8372069885,1.2000000000000002,0,0,0,0,pe
8372069885,133481379,1.2000000000000002,0,0,0,0,pe
4491518715,9989436918,1.2000000000000002,0,0,0,0,pe
9989436918,5750480182,1.2000000000000002,0,0,0,0,pe
5750480182,133481860,1.2000000000000002,0,0,0,0,pe
133481860,5750480181,1.2000000000000002,0,0,0,0,pe
5750480181,6138169926,1.2000000000000002,0,0,0,0,pe
6138169926,151237634,1.2000000000000002,0,0,0,0,pe
133481944,9988800902,0.96,0,0,0,0,pe
9988800902,9262065481,0.96,0,0,0,0,pe
9262065481,8951325872,0.96,0,0,0,0,pe
8951325872,2527915000,0.96,0,0,0,0,pe
2527915000,9988795445,0.96,0,0,0,0,pe
9988795445,133482417,0.96,0,0,0,0,pe
2613601755,5562007952,0.8,0,0,0,0,pe
5562007952,5288615185,0.8,0,0,0,0,pe
5288615185,5288615177,0.8,0,0,0,0,pe
5288615177,9395213325,0.8,0,0,0,0,pe
9395213325,3956583660,0.8,0,0,0,0,pe
151236995,6589227703,0.96,0,0,0,0,pe
6589227703,5312688656,0.96,0,0,0,0,pe
5312688656,133482772,0.96,0,0,0,0,pe
151237701,2527915001,0.96,0,0,0,0,pe
2527915001,6138169924,0.96,0,0,0,0,pe
6138169924,151237634,0.96,0,0,0,0,pe
10253173151,151237865,1.5,0,0,0,0,pe
151237865,9988795352,1.5,0,0,0,0,pe
9988795352,9988795341,1.5,0,0,0,0,pe
9988795341,9988795365,1.5,0,0,0,0,pe
9988795365,5750499638,1.5,0,0,0,0,pe
5750499638,151237877,1.5,0,0,0,0,pe
151237877,5750499637,1.5,0,0,0,0,pe
5750499637,9988795384,1.5,0,0,0,0,pe
9988795384,9988795427,1.5,0,0,0,0,pe
9988795427,9988797151,1.5,0,0,0,0,pe
9988797151,9988795450,1.5,0,0,0,0,pe
9988795450,151237878,1.5,0,0,0,0,pe
151243812,151243993,0.6400000000000001,0,0,0,0,pe
155429653,2389076282,1.2000000000000002,0,0,0,0,pe
2389076282,8061465072,1.2000000000000002,0,0,0,0,pe
8061465072,8061465071,1.2000000000000002,0,0,0,0,pe
8061465071,155431142,1.2000000000000002,0,0,0,0,pe
155431142,638425995,1.2000000000000002,0,0,0,0,pe
638425995,5264195968,1.2000000000000002,0,0,0,0,pe
5264195968,5264195967,1.2000000000000002,0,0,0,0,pe
5264195967,155429652,1.2000000000000002,0,0,0,0,pe
155431142,12505010959,1.2000000000000002,0,0,0,0,pe
12505010959,5264195973,1.2000000000000002,0,0,0,0,pe
5264195973,5264195969,1.2000000000000002,0,0,0,0,pe
5264195969,155429347,1.2000000000000002,0,0,0,0,pe
155429347,5264195971,1.2000000000000002,0,0,0,0,pe
5264195971,6216047182,1.2000000000000002,0,0,0,0,pe
6216047182,155431141,1.2000000000000002,0,0,0,0,pe
155431141,7984312137,1.2000000000000002,0,0,0,0,pe
7984312137,7984312138,1.2000000000000002,0,0,0,0,pe
7984312138,12505010949,1.2000000000000002,0,0,0,0,pe
12505010949,155431140,1.2000000000000002,0,0,0,0,pe
155431140,12505010952,1.2000000000000002,0,0,0,0,pe
12505010952,4489552446,1.2000000000000002,0,0,0,0,pe
4489552446,155431139,1.2000000000000002,0,0,0,0,pe
155431139,7984312131,1.2000000000000002,0,0,0,0,pe
7984312131,434003301,1.2000000000000002,0,0,0,0,pe
434003301,434003300,1.2000000000000002,0,0,0,0,pe
434003300,2579790699,1.2000000000000002,0,0,0,0,pe
1409062575,8034814059,0.8,0,0,0,0,pe
8034814059,8034814060,0.8,0,0,0,0,pe
8034814060,5260238767,0.8,0,0,0,0,pe
25778144,2350164971,0.8,0,0,0,0,pe
2350164971,5179147191,0.8,0,0,0,0,pe
5179147191,5179147190,0.8,0,0,0,0,pe
5179147190,4489604799,0.8,0,0,0,0,pe
4489604799,5179147189,0.8,0,0,0,0,pe
5179147189,5179147187,0.8,0,0,0,0,pe
5179147187,5179147188,0.8,0,0,0,0,pe
5179147188,158849283,0.8,0,0,0,0,pe
158849283,5179147186,0.8,0,0,0,0,pe
5179147186,5179147184,0.8,0,0,0,0,pe
5179147184,5179147185,0.8,0,0,0,0,pe
5179147185,2350164973,0.8,0,0,0,0,pe
2350164973,2419402053,0.8,0,0,0,0,pe
2419402053,5179147183,0.8,0,0,0,0,pe
5179147183,5179147181,0.8,0,0,0,0,pe
5179147181,5179147182,0.8,0,0,0,0,pe
5179147182,5179147180,0.8,0,0,0,0,pe
5179147180,5179147178,0.8,0,0,0,0,pe
