id,name,lat,lon,tipo,accessibility_score,flood_risk
osm_4175106194,OSM Node 4175106194,-23.5018323,-46.6235805,onibus,0.5,0
osm_4175151062,OSM Node 4175151062,-23.501285,-46.6245634,onibus,0.5,0
osm_4175169144,OSM Node 4175169144,-23.5022427,-46.624597,onibus,0.5,0
osm_4175176241,OSM Node 4175176241,-23.5024956,-46.6249096,onibus,0.5,0
osm_4175179023,OSM Node 4175179023,-23.501986,-46.6259769,onibus,0.5,0
osm_4175179024,OSM Node 4175179024,-23.5019937,-46.6257048,onibus,0.5,0
osm_4175179025,OSM Node 4175179025,-23.5020004,-46.6254694,onibus,0.5,0
osm_4175179026,OSM Node 4175179026,-23.5020081,-46.6251938,onibus,0.5,0
osm_4210162644,OSM Node 4210162644,-23.5485567,-46.6434981,onibus,0.5,0
osm_4247742004,"Rua Benjamim Constant, 187",-23.549725,-46.635868,onibus,0.5,0
