id,name,lat,lon,tipo
8209159,"R. Azevedo Soares, 1846",-23.547359,-46.558155,onibus
8209197,"R. Francisco Marengo, 947",-23.545318,-46.558318,onibus
8209202,"R. Serra De Braganca, 1648",-23.543232,-46.559096,onibus
8209203,"R. Serra De Botucatu, 1195",-23.542253,-46.560417,onibus
8209682,"R. Serra De Braganca, 1304",-23.543952,-46.56281,onibus
8209683,"R. Serra De Braganca, 1086",-23.544389,-46.564916,onibus
8209715,"R. Tijuco Preto, 131",-23.544479,-46.574389,onibus
8209718,"R. Pe. Adelino, 1787",-23.544135,-46.577342,onibus
8209720,"R. Bonsucesso, 705",-23.546149,-46.576666,onibus
8209721,"R. Bonsucesso, 712",-23.546057,-46.576806,onibus
8209765,"R. Melo Freire, 3216",-23.539325,-46.570208,onibus
8209773,"R. Serra De Braganca (pça. Silvio Romero), 174",-23.546081,-46.573548,onibus
8209782,Parada Metrô Tatuapé,-23.540535,-46.576026,onibus
8209796,"R. Baguari, 64",-23.535024,-46.570254,onibus
8210131,"Av. Airton Pretini, 345",-23.527823,-46.555205,onibus
8210136,"R. Filipe Camarão, 431",-23.538757,-46.579376,onibus
8210155,"Av. Salim Farah Maluf, 2900",-23.555511,-46.577383,onibus
8210163,Tatuapé,-23.5401,-46.5765,onibus
8210164,Tatuapé,-23.540189,-46.576374,onibus
8210167,Ac. Acesso,-23.523713,-46.557318,onibus
8210170,"R. Dr. Ângelo Vita, 335",-23.536839,-46.56542,onibus
8210177,"R. Bonsucesso, 976",-23.547044,-46.577418,onibus
8210180,"R. S. Bernardo, 197",-23.546236,-46.578439,onibus
8210184,"R. Tijuco Preto, 1388",-23.542105,-46.562191,onibus
8210185,"R. Francisco Marengo, 744",-23.543716,-46.558795,onibus
8210186,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.540904,-46.57611,onibus
8210187,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.540938,-46.576301,onibus
8210188,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.540973,-46.576459,onibus
8210189,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.54101,-46.576636,onibus
8210190,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541028,-46.576741,onibus
8210191,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541046,-46.576837,onibus
8210192,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541257,-46.576843,onibus
8210194,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541227,-46.576705,onibus
8210196,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541143,-46.576375,onibus
8210197,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541008,-46.576149,onibus
8210198,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541054,-46.575992,onibus
8210199,Terminal Metrô Tatuapé (lado Sul- Shop. Tatuapé),-23.541019,-46.575893,onibus
8210201,"R. Ulisses Cruz, 435",-23.53266,-46.582603,onibus
8210202,"Av. Salim Farah Maluf, 3050",-23.536539,-46.582295,onibus
8210206,R. Melo Freire,-23.538135,-46.565031,onibus
8210209,"R. Francisco Marengo, 715",-23.543522,-46.558848,onibus
8210210,"R. Ulisses Cruz, 809",-23.531398,-46.579453,onibus
8210213,"R. Coelho Lisboa, 677",-23.55023,-46.571594,onibus
8210217,Pça. Cel. Sandoval Figueiredo,-23.541548,-46.574337,onibus
8210220,"R. Pe. Estevão Pernet, 284",-23.542973,-46.571918,onibus
8210227,"R. Francisco Marengo, 1112",-23.546944,-46.55801,onibus
8210228,Terminal Metrô Carrão (lado Norte) Plat. A,-23.536999,-46.563524,onibus
8210234,"R. Pe. Estevão Pernet, 832",-23.54191,-46.566922,onibus
8210235,"R. Bonsucesso, 959",-23.54695,-46.577473,onibus
8210236,"R. Melo Freire, 4952",-23.537073,-46.558345,onibus
8210237,Parada 1/3 - Hosp. Munic. Tatuapé,-23.53383,-46.566448,onibus
8210238,"R. Jacirendi, 222",-23.533002,-46.578102,onibus
8210240,"R. Gonçalves Crespo, 78",-23.538547,-46.575739,onibus
8210246,"Av. Airton Pretini, 499",-23.52566,-46.556662,onibus
8210256,Parada 1/2/3 - Retiro,-23.53029,-46.555906,onibus
8210258,"R. Jacirendi, 412",-23.531263,-46.578738,onibus
8210261,"R. Bonsucesso, 343",-23.543841,-46.576684,onibus
8210262,"R. S. Bernardo, 665",-23.550111,-46.576857,onibus
8210263,"R. Jacirendi, 577",-23.529287,-46.58026,onibus
8210264,"R. Ulisses Cruz, 930",-23.530314,-46.578403,onibus
8210266,"R. Pitangui, 138",-23.530054,-46.576816,onibus
8210267,Terminal Metrô Carrão (lado Sul) Plat. C,-23.538648,-46.5647,onibus
8210268,Colegio Drummond,-23.53834,-46.563013,onibus
8210270,"R. Euclides Pacheco, 439",-23.54858,-46.570492,onibus
8210271,"R. Euclides Pacheco, 705",-23.548074,-46.567987,onibus
8210272,"R. Euclides Pacheco, 998",-23.547543,-46.565229,onibus
8210273,"R. Euclides Pacheco, 1245",-23.547076,-46.562772,onibus
8210274,"R. Euclides Pacheco, 1499",-23.546584,-46.560364,onibus
8210275,"R. Euclides Pacheco, 1769",-23.546063,-46.557735,onibus
8210278,"R. Antônio De Barros, 417",-23.533915,-46.559237,onibus
8210279,"R. Tijuco Preto, 367",-23.54402,-46.572212,onibus
8210280,"R. Antônio De Barros, 1831",-23.545978,-46.555627,onibus
8210281,"Av. Salim Farah Maluf, 1700",-23.544405,-46.5804,onibus
8210282,"R. Cesário Galero, 272",-23.534493,-46.560377,onibus
8210283,"R. Domingos Agostim, 120",-23.541996,-46.575744,onibus
8210284,"R. Itapura, 1207",-23.54925,-46.565354,onibus
8301139,"Av. Cel. Sezefredo Fagundes, 19500",-23.403988,-46.581912,onibus
8312647,"R. Maria Amalia Lopes De Azevedo, 4083",-23.456973,-46.586582,onibus
8312662,"R. Maria Amalia Lopes De Azevedo, 3633",-23.456267,-46.59211,onibus
8312665,"Av. Josino Vieira De Góes, 696",-23.449571,-46.59322,onibus
8312690,"Av. Cel. Sezefredo Fagundes, 4650",-23.445097,-46.596576,onibus
8312697,"R. Frederico Esteban Júnior, 200",-23.446683,-46.612159,onibus
8312714,"R. Mateus Garcia, 585",-23.453465,-46.623706,onibus
8312736,"Av. Cel. Sezefredo Fagundes, 2807",-23.454634,-46.602134,onibus
8312738,"Av. Cel. Sezefredo Fagundes, 2695",-23.455903,-46.602685,onibus
8313351,"R. Do Horto, 656",-23.45988,-46.630615,onibus
8313357,"Av. Luiz Carlos Gentile De Laet, 1166",-23.457546,-46.629096,onibus
8313358,"Av. Luiz Carlos Gentile De Laet, 1156",-23.457528,-46.629241,onibus
8313359,"Av. Luiz Carlos Gentile De Laet, 1362",-23.455848,-46.629734,onibus
8313371,"Av. Antonelo Da Messina, 98",-23.455647,-46.589934,onibus
8313376,"Av. Arley Gilberto De Araújo, 69",-23.446629,-46.577062,onibus
8313392,Av. Cel. Sezefredo Fagundes,-23.427455,-46.593907,onibus
8313401,"R. Domênico Ferrabosco, 115",-23.440049,-46.581949,onibus
8313412,"R. Orquídea, 16",-23.430399,-46.5765,onibus
8313413,"R. Orquídea, 26",-23.43028,-46.576668,onibus
8313415,"R. Flor De Maio, 59",-23.432785,-46.578633,onibus
8313440,"R. Ushikichi Kamiya, 1419",-23.43989,-46.571311,onibus
8313444,"Av. Luiz Carlos Gentile De Laet, 2250",-23.448398,-46.627484,onibus
8313489,"R. Maurício Grabois, 38",-23.433842,-46.584261,onibus
8313496,"R. Ushikichi Kamiya, 1074",-23.438816,-46.586917,onibus
8313502,"R. Aiamopo Lobo, 126",-23.449093,-46.595551,onibus
8313508,Estr. Do Corisco,-23.430289,-46.579995,onibus
8313531,"R. Dos Pássaros, 3",-23.418941,-46.586199,onibus
8313533,Pça. Flor De Maio,-23.430843,-46.574862,onibus
8313534,"R. S. Cirilo De Alexandria, 70",-23.43826,-46.575688,onibus
8313535,"R. S. Cirilo De Alexandria, 49",-23.43807,-46.575726,onibus
8313536,"Av. Paulo Lincoln Do Valle Pontin, 744",-23.457927,-46.585363,onibus
8313537,"Av. Antonelo Da Messina, 50",-23.455934,-46.590186,onibus
8313540,"R. Do Tancão, 47",-23.44785,-46.579267,onibus
8313544,"R. Camuruji, 22",-23.46611,-46.595979,onibus
8313547,"Av. Cel. Sezefredo Fagundes, 4775",-23.442168,-46.594067,onibus
8313548,R. Teresa Bortolo,-23.456274,-46.594659,onibus
8313549,"R. Br. Carlos De Souza  Anhumas, 1",-23.43648,-46.585202,onibus
8313550,"R. Br. Carlos De Souza  Anhumas, 6",-23.436564,-46.585099,onibus
8313551,"R. Elias De Sousa Pinto, 23",-23.448698,-46.612552,onibus
8313552,"Av. Sen. José Ermírio De Moraes, 1455",-23.443555,-46.61388,onibus
8313553,"R. Agostinho Beltrano, 23",-23.448308,-46.588011,onibus
8313557,"R. José Córdoba, 271",-23.444941,-46.585383,onibus
8313558,"R. José Córdoba, 200",-23.445408,-46.585138,onibus
8313560,"R. Realino Nogueira De Castilho, 142",-23.446125,-46.586603,onibus
8313561,"R. Realino Nogueira De Castilho, 111",-23.44606,-46.586472,onibus
8313562,"Av. Antonelo Da Messina, 954",-23.44851,-46.588128,onibus
8313563,"R. Manoel Gaya, 442",-23.465941,-46.59691,onibus
8313564,"Pça. Mariquinha Sciascia, 79",-23.459319,-46.623798,onibus
8313568,"Av. Cel. Sezefredo Fagundes, 24900",-23.37403,-46.575631,onibus
8313571,"R. Ushikichi Kamiya, 1074",-23.438937,-46.586954,onibus
8313572,"R. Ushikichi Kamiya, 1032",-23.438423,-46.574765,onibus
8313574,"R. Pres. Bartolome Mitre, 40",-23.43892,-46.579993,onibus
8313576,"R. Pres. Bartolome Mitre, 310",-23.438429,-46.579806,onibus
8313577,"R. Maranhão, 198",-23.445761,-46.574839,onibus
8313584,R. Sem Denominação,-23.433898,-46.571422,onibus
8313585,"Av. Cel. Sezefredo Fagundes, 6394",-23.433494,-46.596134,onibus
8313586,"R. Ushikichi Kamiya, 317",-23.442514,-46.591463,onibus
8313587,"R. Ushikichi Kamiya, 1541",-23.438795,-46.56924,onibus
8313588,"R. Ushikichi Kamiya, 1624",-23.438807,-46.568997,onibus
8313589,"R. Ushikichi Kamiya, 1750",-23.438297,-46.567008,onibus
8313590,"R. Do Tancão, 11",-23.449258,-46.578711,onibus
8313591,"Av. Cel. Sezefredo Fagundes, 19597",-23.397326,-46.577293,onibus
8313592,"R. Manuel Vieira Da Luz, 430",-23.449341,-46.583591,onibus
8313593,"R. Manuel Vieira Da Luz, 435",-23.449093,-46.583618,onibus
8313595,"R. Manuel Vieira Da Luz, 543",-23.446375,-46.581381,onibus
8313596,"R. Do Burui, 180",-23.448627,-46.595792,onibus
8313597,"R. Manuel Vieira Da Luz, 5",-23.445578,-46.579378,onibus
8313598,"R. Manuel Vieira Da Luz, 6",-23.445629,-46.579297,onibus
8313599,"R. Dos Pinheiros (jaçanã), 37",-23.443108,-46.577008,onibus
8313600,R. Dos Pinheiros (jaçanã),-23.443188,-46.576986,onibus
8313601,"R. Dos Pinheiros (jaçanã), 87",-23.441406,-46.576269,onibus
8313602,"R. Dos Pinheiros (jaçanã), 88",-23.441122,-46.575992,onibus
8313603,"R. Dos Pinheiros (jaçanã), 140",-23.440001,-46.574667,onibus
8313604,"R. Dos Pinheiros (jaçanã), 155",-23.440026,-46.574809,onibus
8313605,"Av. Josino Vieira De Góes, 860",-23.448764,-46.592042,onibus
8313606,"R. Manuel Vieira Da Luz, 532",-23.446823,-46.581425,onibus
8313607,"R. Luís De Oliveira Bulhões, 65",-23.447132,-46.6099,onibus
8313608,"R. Luís De Oliveira Bulhões, 60",-23.44707,-46.609981,onibus
8313609,"R. João Rios, 410",-23.447231,-46.610629,onibus
8313610,"Av. Antonelo Da Messina, 650",-23.451162,-46.588744,onibus
8313611,"R. Do Tancão, 10",-23.449133,-46.578696,onibus
8313612,"Av. Cel. Sezefredo Fagundes, 2699",-23.455555,-46.602361,onibus
8313613,"R. Alfazema, 41",-23.431191,-46.571676,onibus
8313614,R. Alfazema,-23.431319,-46.571576,onibus
8313615,"Av. Luiz Carlos Gentile De Laet, 1655",-23.453347,-46.629,onibus
8313616,"Av. Luiz Carlos Gentile De Laet, 1950",-23.450301,-46.627824,onibus
8313617,"Av. Luiz Carlos Gentile De Laet, 2187",-23.448483,-46.627564,onibus
8313619,"R. Boaventura Coletti, 81",-23.443331,-46.589623,onibus
8313620,"R. Odilon Dantas Cortez, 281",-23.443171,-46.587397,onibus
8313621,Al. Cerejeiras,-23.441269,-46.581389,onibus
8313623,"R. Pedro De Castilho, 1011",-23.41988,-46.581596,onibus
8313624,"Av. Sen. José Ermírio De Moraes, 1279",-23.444925,-46.613308,onibus
8313625,"Av. Antonelo Da Messina, 869",-23.449087,-46.588476,onibus
8313627,"R. Aiamopo Lobo, 25",-23.448858,-46.595833,onibus
8313631,"Av. Cel. Sezefredo Fagundes, 17004",-23.407003,-46.580819,onibus
8313632,"Av. Cel. Sezefredo Fagundes, 18862",-23.405463,-46.581191,onibus
8313633,"R. Frederico Esteban Júnior, 66",-23.446524,-46.613523,onibus
8313634,"R. Frederico Esteban Júnior, 66",-23.446632,-46.613461,onibus
8313635,"R. Domênico Ferrabosco, 20",-23.439973,-46.581106,onibus
8313645,"R. Aiamopo Lobo, 148",-23.44908,-46.59563,onibus
8313648,"R. Augusto Rodrigues, 124",-23.439197,-46.577277,onibus
8313649,"Av. Cel. Sezefredo Fagundes, 5100",-23.440283,-46.592201,onibus
8313650,"R. Manoel Simões Da Silva, 47",-23.455508,-46.60264,onibus
8313651,"R. Mário Lago, 464",-23.456169,-46.579445,onibus
8313654,"Tr. Igarapé Primavera, 6",-23.453948,-46.583954,onibus
8313655,"R. Maria Amalia Lopes De Azevedo, 2322",-23.457796,-46.603008,onibus
8313656,"R. S. Filipe Neri, 138",-23.436077,-46.575196,onibus
8313657,"R. S. Filipe Neri, 184",-23.435943,-46.574201,onibus
8313658,"R. S. Filipe Neri, 153",-23.436076,-46.574843,onibus
8313659,"R. Pedro De Abreu, 37",-23.454107,-46.605731,onibus
8313660,"R. S. Basilio Magno, 30",-23.435853,-46.576426,onibus
8313661,"R. Manuel Vieira Da Luz, 174",-23.4477,-46.581765,onibus
8313662,"R. Manuel Vieira Da Luz, 508",-23.447642,-46.581701,onibus
8313665,"Av. Antonelo Da Messina, 335",-23.453891,-46.589353,onibus
8313666,"R. Dos Colibris Da Serra, 49",-23.437958,-46.572278,onibus
8313667,"R. Dos Colibris Da Serra, 47",-23.437954,-46.572086,onibus
8412399,"Av. Luís Dumont Vilares, 0",-23.486415,-46.608446,onibus
8412470,"R. Borges, 923",-23.483852,-46.600804,onibus
8412475,"Av. Álvaro Machado Pedrosa, 780",-23.482053,-46.603521,onibus
8412519,"Av. Mazzei, 1475",-23.470014,-46.597876,onibus
8412571,"Av. Água Fria, 1215",-23.47808,-46.621189,onibus
8412613,"R. Pero Vidal, 1026",-23.468299,-46.594042,onibus
8412822,"R. Mere Marie Anais De Sion, 214",-23.46934,-46.604909,onibus
8412823,"R. Borges Ladário, 206",-23.484516,-46.602374,onibus
8412835,"Av. Dr. Antônio Maria Laet, 1008",-23.475521,-46.599695,onibus
8412843,"Av. Mto. Villa-lobos, 718",-23.47635,-46.597157,onibus
8412845,"Av. Mto. Villa-lobos, 336",-23.478586,-46.599819,onibus
8412846,"Av. Mto. Villa-lobos, 655",-23.476597,-46.597655,onibus
8412847,Terminal Metrô Tucuruvi 2,-23.480392,-46.60263,onibus
8412848,Terminal Metrô Tucuruvi 2,-23.480291,-46.602563,onibus
8412849,Terminal Metrô Tucuruvi 2,-23.480177,-46.602478,onibus
8412850,Terminal Metrô Tucuruvi 2,-23.480072,-46.602406,onibus
8412851,Terminal Metrô Tucuruvi 2,-23.479913,-46.602304,onibus
8412852,Terminal Metrô Tucuruvi 2,-23.479844,-46.602255,onibus
8412853,Terminal Metrô Tucuruvi 2,-23.479795,-46.602222,onibus
8412854,Terminal Metrô Tucuruvi 2,-23.479726,-46.602176,onibus
8412855,Parada Tomé De Lara,-23.47908,-46.608914,onibus
8412856,Terminal Metrô Tucuruvi 2,-23.479347,-46.601927,onibus
8412857,Parada 1 - Guapira,-23.481797,-46.602615,onibus
8412860,"Av. Luís Dumont Vilares, 2200",-23.481595,-46.605691,onibus
8412862,"R. Claudino Inácio Joaquim, 112",-23.478859,-46.60591,onibus
8412863,Terminal Metrô Tucuruvi 2,-23.479663,-46.602124,onibus
8412865,"Av. Mazzei, 1091",-23.472507,-46.600042,onibus
8412867,"Av. Dr. Antônio Maria Laet, 1770",-23.468232,-46.595449,onibus
8412868,"R. Paulo De Faria, 440",-23.478161,-46.600624,onibus
8412875,"R. Parma, 68",-23.477613,-46.599504,onibus
8412879,"Av. Gen. Ataliba Leonel, 3752",-23.484902,-46.603757,onibus
8412880,"Av. Gen. Ataliba Leonel, 3719",-23.48518,-46.604051,onibus
8412881,R. Benjamim Pereira,-23.465095,-46.583785,onibus
8412887,"R. Cruz De Malta, 244",-23.489642,-46.599183,onibus
8412889,R. Benjamim Pereira,-23.465495,-46.584161,onibus
8412890,Terminal Metrô Tucuruvi 3,-23.480799,-46.604136,onibus
8412895,"Av. Água Fria, 1608",-23.475064,-46.619076,onibus
8412897,Terminal Metrô Parada Inglesa,-23.486729,-46.608476,onibus
8412898,"Av. Mazzei, 634",-23.475807,-46.603156,onibus
8412899,"Av. Mazzei, 1655",-23.46826,-46.597475,onibus
8412901,"R. Dr. Moacir Vaz De Andrade, 501",-23.473487,-46.597894,onibus
8412904,"Av. Mal. Eurico Gaspar Dutra, 1910",-23.484449,-46.609335,onibus
8412906,"R. Do Tramway, 925",-23.481334,-46.60918,onibus
8412907,"R. Mira Estrela, 254",-23.482139,-46.60818,onibus
8412908,"Av. Nova Cantareira, 3192",-23.472178,-46.616988,onibus
8412909,"R. Tomé Portes, 140",-23.487725,-46.609738,onibus
8412910,"R. Prof. Marcondes Domingues, 140",-23.486494,-46.608115,onibus
8500642,"R. José Maria Pinto Zilli, 523",-23.619611,-46.746591,onibus
8500661,"R. S. Pedro Fourier, 123",-23.614931,-46.73163,onibus
8500672,"R. José Maria Pinto Zilli, 550",-23.619831,-46.746416,onibus
8500766,"R. Dr. Luiz Migliano, 2058",-23.622231,-46.739336,onibus
8503332,"Av. Das Belezas, 342",-23.641971,-46.741052,onibus
8503341,"Av. Dr. Guilherme Dumont Villares, 3126",-23.628253,-46.736137,onibus
8503345,"Av. Giovanni Gronchi, 6140",-23.633335,-46.73706,onibus
8506674,"R. Dr. Chibata Miyakoshi, 100",-23.625456,-46.721675,onibus
8506679,"R. José Ramon Urtiza, 330",-23.633524,-46.729748,onibus
8506691,"Av. Dr. Guilherme Dumont Villares, 2449",-23.627005,-46.736441,onibus
8506696,"R. Dr. Francisco Degni, 51",-23.619007,-46.731585,onibus
8506709,"Av. Giovanni Gronchi, 6195",-23.632685,-46.736901,onibus
8506710,"R. Colégio Pio XII, 175",-23.617879,-46.712688,onibus
8506711,Centro De Reabilitação Lucy Montoro,-23.632588,-46.734968,onibus
8506713,"R. Itapaiúna, 1500",-23.635864,-46.727233,onibus
8506714,"R. Itapaiúna, 1800",-23.636549,-46.726946,onibus
8506716,"R. Itapaiúna, 1140",-23.637994,-46.726897,onibus
8506717,"R. Itapaiúna, 25",-23.643718,-46.730975,onibus
8506718,"R. Itapaiúna, 2414",-23.64247,-46.728256,onibus
8506719,"R. Itapaiúna, 271",-23.643692,-46.731248,onibus
8506720,"R. Itapaiúna, 338",-23.642709,-46.728408,onibus
8506721,"R. Dr. Luiz Migliano, 2050",-23.621918,-46.740759,onibus
8506722,Av. Hebe Camargo,-23.617605,-46.720949,onibus
8506723,"Av. Hebe Camargo, 73",-23.616606,-46.720965,onibus
8506724,"R. Dr. José Gustavo Bush, 310",-23.625647,-46.720561,onibus
8506727,"Av. Mj. Sylvio De Magalhães Padilha, 14500",-23.624041,-46.710766,onibus
8506731,"R. José Ramon Urtiza, 44",-23.637462,-46.736319,onibus
8506734,"R. Chapada De Minas, 3",-23.625444,-46.74794,onibus
8506736,R. Nelson Gama De Oliveira,-23.631083,-46.737426,onibus
8506737,"R. Nelson Gama De Oliveira, 1411",-23.628315,-46.743905,onibus
8506739,"R. Nelson Gama De Oliveira, 1411",-23.628585,-46.743867,onibus
8506740,"R. José Da Silva Ribeiro, 715",-23.625989,-46.742793,onibus
8506741,"R. José Da Silva Ribeiro, 715",-23.626138,-46.743196,onibus
8506742,"R. João Simões De Souza, 430",-23.623593,-46.744107,onibus
8506744,"R. João Simões De Souza, 309",-23.623564,-46.743947,onibus
8506746,"R. José Maria Pinto Zilli, 748",-23.621126,-46.745836,onibus
8506749,"R. Aureliano Guimarães, 201",-23.63007,-46.737941,onibus
8506750,"R. José Maria Pinto Zilli, 664",-23.620922,-46.746052,onibus
8506752,"R. Francisco De Sales, 50",-23.622422,-46.746774,onibus
8506753,"R. Francisco De Sales, 50",-23.622339,-46.747046,onibus
8506754,"R. Itapaiúna, 1092",-23.638612,-46.727562,onibus
8506755,"Av. Da. Helena Pereira De Moraes, 415",-23.634671,-46.725172,onibus
8506756,"Av. Da. Helena Pereira De Moraes, 290",-23.634174,-46.725732,onibus
8506757,Av. Hebe Camargo,-23.620261,-46.723646,onibus
8506758,Av. Hebe Camargo,-23.620197,-46.723324,onibus
8506759,Av. Hebe Camargo,-23.62231,-46.726814,onibus
8506761,R. José Pedro De Carvalho Lima,-23.624209,-46.727503,onibus
8506762,Av. Hebe Camargo,-23.622263,-46.726611,onibus
8506764,"R. Dr. José Augusto De Souza E Silva, 320",-23.621461,-46.728606,onibus
8506766,"R. Dr. José Augusto De Souza E Silva, 141",-23.620145,-46.730242,onibus
8506767,"R. Irapara, 200",-23.623226,-46.724997,onibus
8506771,R. Antônio Ferreira De Castilho,-23.622079,-46.727834,onibus
8506772,"R. Antônio Ferreira De Castilho, 388",-23.622861,-46.728302,onibus
8506773,"R. Dr. Flávio Américo Maurano, 831",-23.611911,-46.720658,onibus
8506774,R. Cascado,-23.622853,-46.744948,onibus
8506775,R. Cascado,-23.622922,-46.745076,onibus
8506776,R. José Pedro De Carvalho Lima,-23.62295,-46.728573,onibus
8506777,Av. Hebe Camargo,-23.617995,-46.721403,onibus
8506778,"Av. Dr. Guilherme Dumont Villares, 2205",-23.623378,-46.737622,onibus
8506779,R. Prof. José Horácio Meirelles Teixeira,-23.611553,-46.733624,onibus
8506780,"R. Dr. Luiz Migliano, 2015",-23.621612,-46.741158,onibus
8506781,"Av. Das Belezas, 574",-23.641701,-46.743254,onibus
8506782,Av. Das Belezas,-23.640737,-46.746039,onibus
8506784,"R. Mal. Hastimphilo De Moura, 379",-23.617108,-46.736902,onibus
8506785,"R. Carvalho De Freitas, 20",-23.629746,-46.741691,onibus
8506786,"R. Carvalho De Freitas, 20",-23.630058,-46.741533,onibus
8506787,"R. Carvalho De Freitas, 325",-23.631968,-46.74034,onibus
8506788,"R. Carvalho De Freitas, 325",-23.632051,-46.740393,onibus
8506790,"R. José Maria Pinto Zilli, 297",-23.618658,-46.748574,onibus
8506791,"R. José Maria Pinto Zilli, 359",-23.618862,-46.747979,onibus
8506792,"Av. Das Belezas, 593",-23.641472,-46.744397,onibus
8506795,Av. Hebe Camargo,-23.618427,-46.721865,onibus
8506799,R. Antônio Ferreira De Castilho,-23.622922,-46.728718,onibus
8506800,"R. Dr. Fonseca Brasil, 228",-23.629037,-46.734808,onibus
8506801,"R. Jandiatuba, 559",-23.629982,-46.734911,onibus
8506803,"R. Itapaiúna, 1350",-23.63241,-46.727723,onibus
8506804,Parada Itapaiúna 2 - C/B,-23.643615,-46.73259,onibus
8506805,"R. Dr. Luiz Migliano, 1870",-23.619603,-46.742559,onibus
8506806,"R. Dr. Luiz Migliano, 1870",-23.619919,-46.742624,onibus
8506807,"R. Antônio Garcia Moya, 334",-23.618172,-46.744267,onibus
8506809,"Av. Mj. Sylvio De Magalhães Padilha, 14500",-23.627483,-46.71432,onibus
8506813,R. Chapada De Minas,-23.62584,-46.74626,onibus
8506814,"R. Antônio Ferreira De Castilho, 129",-23.621411,-46.727284,onibus
8506815,Ac. Acesso A,-23.641986,-46.727482,onibus
8506817,Av. Hebe Camargo,-23.617361,-46.721068,onibus
8506818,"R. Dr. Laerte Setúbal, 899",-23.620698,-46.732414,onibus
8607804,"R. Melchiades Neres De Campos, 277",-23.509474,-46.41355,onibus
8607807,"R. Melchiades Neres De Campos, 10",-23.508674,-46.416093,onibus
8607809,"R. Dos Igarapés, 579",-23.506598,-46.413006,onibus
8607835,"Av. Flamingo, 40",-23.508777,-46.422875,onibus
8607840,"R. Benjamim Capusso, 517",-23.506719,-46.424588,onibus
8607855,"Av. Nordestina, 3372",-23.510921,-46.428938,onibus
8607865,"Av. Flamingo, 976",-23.516294,-46.419186,onibus
8607870,"R. Ananai, 59",-23.516761,-46.423249,onibus
8607902,"R. Pe. Vicente De Araújo, 1111",-23.523424,-46.407566,onibus
8607906,"R. Benedito De Souza Borges, 60",-23.524165,-46.412846,onibus
8607912,"R. Côn. Antônio Manzi, 43",-23.523698,-46.417881,onibus
8607914,"R. Côn. Antônio Manzi, 664",-23.525008,-46.412261,onibus
8607921,"R. Dr. José Gravonski, 209",-23.528115,-46.407456,onibus
8612022,"R. Jacupema, 26",-23.497195,-46.420218,onibus
8614880,"R. Francisco Luís De Oliveira, 202",-23.510506,-46.406386,onibus
8614882,"R. Francisco Luís De Oliveira, 202",-23.51033,-46.406421,onibus
8615164,"Av. Ipê Roxo, 41",-23.506977,-46.39846,onibus
8615177,"R. Espirito Santo Do Dourado, 274",-23.494991,-46.423422,onibus
8615209,Jardim Helena - Vila Mara,-23.492765,-46.420369,onibus
8615225,"R. José Leão Dos Santos, 239",-23.51606,-46.426857,onibus
8615227,"R. Agostinho Da Silva Monteiro, 3",-23.495194,-46.410385,onibus
8615230,R. Ilha De Maruí,-23.510484,-46.406685,onibus
8615231,"Av. Guaba, 59",-23.498723,-46.422031,onibus
8615234,"R. Francisco Monteiro Tavares, 168",-23.520105,-46.411282,onibus
8615236,"Av. Dep. Dr. Jose Aristodemos Pinotti, 122",-23.496995,-46.428254,onibus
8615237,Av. Dep. Dr. Jose Aristodemos Pinotti,-23.503792,-46.429419,onibus
8615238,"R. Árvore Da Judeia, 319",-23.508357,-46.431408,onibus
8615239,"Av. Dep. Dr. Jose Aristodemos Pinotti, 283",-23.501159,-46.428009,onibus
8615240,"Av. Dep. Dr. Jose Aristodemos Pinotti, 104",-23.504202,-46.429156,onibus
8615241,Av. Dep. Dr. Jose Aristodemos Pinotti,-23.506165,-46.430257,onibus
8615242,"Pça. Mãe Preta, 26",-23.509272,-46.416629,onibus
8615243,"Av. João Batista Santiago (pça. Nova União), 1397",-23.523559,-46.410583,onibus
8615244,"Av. João Batista Santiago (pça. Nova União), 1405",-23.523896,-46.410565,onibus
8615247,"R. Pontal Do Rio Pardo, 28",-23.518334,-46.399216,onibus
8615248,R. Fernandez De Navarrete,-23.526017,-46.405058,onibus
8615250,"R. Anajatuba, 214",-23.50724,-46.409336,onibus
8615251,"R. Anajatuba, 275",-23.507328,-46.408704,onibus
8615252,"R. Guaiuvira, 22",-23.508496,-46.407804,onibus
8615253,"R. Guaiuvira, 1",-23.508695,-46.407895,onibus
8615254,"R. Lagoa Cajubá, 497",-23.50785,-46.405827,onibus
8615255,"R. Lagoa Cajubá, 490",-23.507882,-46.405901,onibus
8615258,"R. Manuel Castro E Mendonca, 112",-23.5108,-46.404202,onibus
